BoardName,SchoolName,Grade,Language,FundingType,pctFullyParticipating_Read,pctFullyParticipating_Write,pctFullyParticipating_Math,pctOverallR_L34,pctOverallW_L34,pctOverallM_L34,pctExempted_Read,pctExempted_Write,pctExempted_Math
Toronto Catholic District School Board,St Luigi Sep S,3,en,1,92%,92%,92%,42%,50%,17%,8%,8%,8%
Hamilton-Wentworth Catholic DSB,St Luke Sep S,3,en,1,91%,91%,91%,85%,72%,62%,9%,9%,9%
Halton Catholic DSB,St Luke E S,3,en,1,95%,95%,95%,89%,84%,74%,5%,5%,5%
Ottawa Catholic District School Board,St Luke S,3,en,1,93%,93%,93%,71%,46%,54%,3%,3%,3%
Toronto Catholic District School Board,Pope Francis Catholic School,3,en,1,85%,85%,85%,76%,76%,71%,15%,15%,15%
Durham Catholic DSB,St Luke the Evangelist Catholic Elementary School,3,en,1,100%,100%,100%,74%,62%,69%,0%,0%,0%
Toronto Catholic District School Board,St Malachy S,3,en,1,100%,100%,100%,77%,64%,64%,0%,0%,0%
Toronto Catholic District School Board,St Marcellus Sep S,3,en,1,100%,100%,100%,84%,65%,35%,0%,0%,0%
Thunder Bay Catholic DSB,St Margaret Sep S,3,en,1,95%,95%,91%,62%,48%,35%,5%,5%,9%
Ottawa Catholic District School Board,St Marguerite d'Youville,3,en,1,97%,97%,97%,72%,69%,62%,0%,0%,0%
Kenora Catholic DSB,École Ste Marguerite Bourgeoys,3,en,1,100%,100%,100%,92%,96%,62%,0%,0%,0%
Halton Catholic DSB,St Marguerite d'Youville E S,3,en,1,100%,100%,100%,91%,85%,91%,0%,0%,0%
Hamilton-Wentworth Catholic DSB,St. Marguerite d’Youville Catholic ES,3,en,1,96%,96%,96%,79%,67%,58%,4%,4%,4%
Waterloo Catholic DSB,St Margaret S,3,en,1,100%,100%,100%,69%,38%,72%,0%,0%,0%
Dufferin-Peel Catholic DSB,St Maria Goretti E S,3,en,1,92%,92%,92%,83%,61%,57%,4%,4%,4%
Toronto Catholic District School Board,St Margaret Sep S,3,en,1,100%,100%,100%,88%,81%,77%,0%,0%,0%
Hamilton-Wentworth Catholic DSB,St Margaret Mary Sep S,3,en,1,90%,90%,90%,86%,75%,75%,10%,10%,10%
Le C.S.D.C. des Aurores boréales,École catholique Franco-Terrace,3,fr,1,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.
York Catholic DSB,St Margaret Mary Sep S,3,en,1,97%,97%,97%,72%,76%,72%,0%,0%,0%
Le Conseil scolaire catholique MonAvenir,ÉÉC Sainte-Marie - Oakville,3,fr,1,100%,87%,100%,77%,85%,93%,0%,0%,0%
Toronto Catholic District School Board,St Maria Goretti Sep S,3,en,1,97%,98%,98%,62%,52%,51%,2%,2%,2%
Conseil scolaire catholique Providence,É Sép Sainte-Marie,3,fr,1,100%,100%,100%,78%,78%,83%,0%,0%,0%
Simcoe Muskoka Catholic DSB,St Marguerite D'Youville E S,3,en,1,100%,100%,98%,59%,43%,51%,0%,0%,0%
London District Catholic School Board,St Marguerite D'Youville,3,en,1,98%,98%,98%,81%,79%,60%,2%,2%,2%
Dufferin-Peel Catholic DSB,St Marguerite Bourgeoys Sep S,3,en,1,100%,100%,100%,81%,69%,56%,0%,0%,0%
Le Conseil scolaire catholique MonAvenir,ÉÉC Sainte-Marguerite-Bourgeoys - Markham,3,fr,1,100%,100%,100%,96%,100%,89%,0%,0%,0%
York Catholic DSB,San Marco Catholic S,3,en,1,96%,96%,96%,81%,81%,74%,0%,0%,0%
Toronto Catholic District School Board,St Mark Sep S,3,en,1,86%,86%,86%,56%,56%,56%,10%,10%,10%
Durham Catholic DSB,St Mark the Evangelist Catholic,3,en,1,100%,100%,100%,63%,42%,55%,0%,0%,0%
Halton Catholic DSB,St Marks Sep S,3,en,1,100%,100%,100%,73%,71%,79%,0%,0%,0%
Dufferin-Peel Catholic DSB,St Mark Sep S,3,en,1,100%,100%,100%,85%,85%,85%,0%,0%,0%
Niagara Catholic DSB,St. Mark Catholic Elementary School,3,en,1,90%,90%,94%,79%,79%,76%,10%,10%,6%
London District Catholic School Board,St Mark Sep S,3,en,1,96%,96%,96%,84%,77%,70%,4%,4%,4%
Halton Catholic DSB,St Matthew's S,3,en,1,100%,100%,100%,97%,94%,97%,0%,0%,0%
Waterloo Catholic DSB,St Mark,3,en,1,100%,100%,100%,94%,91%,91%,0%,0%,0%
York Catholic DSB,St Mark Sep S,3,en,1,98%,98%,98%,87%,78%,76%,2%,2%,2%
Algonquin and Lakeshore Catholic DSB,St Martha Catholic S,3,en,1,97%,97%,97%,79%,76%,38%,3%,3%,3%
Toronto Catholic District School Board,St Martha S,3,en,1,95%,95%,95%,80%,65%,45%,5%,5%,5%
Thunder Bay Catholic DSB,St Martin Sep S,3,en,1,100%,100%,100%,74%,59%,51%,0%,0%,0%
Niagara Catholic DSB,St. Martin Catholic Elementary School,3,en,1,98%,98%,98%,58%,56%,66%,2%,2%,2%
London District Catholic School Board,St Martin Sep S,3,en,1,94%,94%,97%,66%,81%,67%,6%,6%,3%
Superior North Catholic DSB,St Martin Catholic S,3,en,1,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
Toronto Catholic District School Board,St Martin De Porres Sep S,3,en,1,100%,100%,100%,44%,26%,26%,0%,0%,0%
Hamilton-Wentworth Catholic DSB,St Martin of Tours Sep S,3,en,1,92%,92%,92%,74%,79%,71%,8%,8%,8%
Algonquin and Lakeshore Catholic DSB,St Martin's Sep S,3,en,1,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
London District Catholic School Board,St. Mary's Sep S,3,en,1,100%,100%,100%,79%,82%,71%,0%,0%,0%
Simcoe Muskoka Catholic DSB,Marie of the Incarnation Sep S,3,en,1,92%,92%,92%,66%,54%,49%,5%,5%,5%
Dufferin-Peel Catholic DSB,St Mary Sep S,3,en,1,95%,100%,100%,58%,60%,50%,0%,0%,0%
Wellington Catholic DSB,St Mary Sep S,3,en,1,100%,100%,100%,74%,52%,56%,0%,0%,0%
Wellington Catholic DSB,St Mary Sep S,3,en,1,98%,98%,98%,91%,77%,74%,2%,2%,2%
Peterborough Victoria Northumberland and Clarington CDSB,St. Mary Catholic Elementary School Grafton,3,en,1,93%,93%,93%,38%,31%,46%,7%,7%,7%
Hamilton-Wentworth Catholic DSB,St. Gabriel Catholic Elementary School,3,en,1,98%,98%,98%,88%,86%,84%,0%,0%,0%
Windsor-Essex Catholic DSB,St Mary's S,3,en,1,100%,100%,100%,69%,38%,81%,0%,0%,0%
Huron-Superior Catholic DSB,St Mary Sep S,3,en,1,100%,100%,100%,74%,58%,37%,0%,0%,0%
Niagara Catholic DSB,St. Mary Catholic Elementary School,3,en,1,100%,100%,100%,89%,100%,89%,0%,0%,0%
Durham DSB,Captain Michael Vandenbos,3,en,1,70%,70%,88%,69%,65%,68%,24%,24%,9%
Huron-Superior Catholic DSB,St Mary French Immersion Sep S,3,en,1,97%,97%,97%,84%,84%,74%,3%,3%,3%
York Catholic DSB,St Mary Immaculate Sep S,3,en,1,100%,100%,100%,86%,83%,79%,0%,0%,0%
Toronto Catholic District School Board,St Mary of the Angels Sep S,3,en,1,91%,94%,94%,83%,63%,70%,6%,6%,3%
Thames Valley District School Board,Caradoc,3,en,1,100%,100%,100%,83%,86%,86%,0%,0%,0%
Ottawa Catholic District School Board,St. Bernadette,3,en,1,97%,97%,97%,89%,93%,80%,1%,1%,1%
Algonquin and Lakeshore Catholic DSB,École Catholique Cathédrale,3,en,1,100%,100%,100%,81%,65%,62%,0%,0%,0%
Niagara Catholic DSB,St. Mary Catholic Elementary School,3,en,1,63%,68%,68%,67%,46%,54%,26%,26%,26%
Huron-Perth Catholic DSB,St Marys Sep S,3,en,1,97%,97%,97%,79%,64%,61%,3%,3%,3%
Catholic DSB of Eastern Ontario,Holy Name of Mary,3,en,1,100%,100%,100%,78%,69%,67%,0%,0%,0%
Simcoe Muskoka Catholic DSB,St Marys Sep S,3,en,1,100%,100%,100%,100%,82%,82%,0%,0%,0%
Huron-Superior Catholic DSB,St Marys Sep S,3,en,1,100%,100%,100%,71%,57%,57%,0%,0%,0%
Le Conseil scolaire catholique MonAvenir,ÉÉC Notre-Dame-de-la-Huronie,3,fr,1,100%,100%,100%,85%,54%,62%,0%,0%,0%
Thames Valley District School Board,Caradoc North S,3,en,1,96%,96%,96%,85%,63%,70%,4%,4%,4%
Peterborough Victoria Northumberland and Clarington CDSB,St. Mary Catholic Elementary School Campbellford,3,en,1,92%,92%,94%,67%,64%,59%,6%,6%,3%
Catholic DSB of Eastern Ontario,St Mary's Sep S,3,en,1,87%,87%,87%,56%,37%,41%,13%,13%,13%
Peterborough Victoria Northumberland and Clarington CDSB,St. Michael Catholic Elementary School,3,en,1,100%,100%,100%,89%,83%,72%,0%,0%,0%
Simcoe Muskoka Catholic DSB,St Marys Sep S,3,en,1,100%,100%,100%,70%,62%,68%,0%,0%,0%
Renfrew County Catholic DSB,St Mary's Catholic S,3,en,1,96%,96%,96%,85%,69%,73%,4%,4%,4%
Waterloo Catholic DSB,Saint John Paul II Catholic Elementary School,3,en,1,93%,93%,93%,72%,62%,66%,6%,6%,6%
Peterborough Victoria Northumberland and Clarington CDSB,St. Mary Catholic Elementary School Lindsay,3,en,1,91%,91%,91%,50%,20%,40%,9%,9%,9%
Catholic DSB of Eastern Ontario,St. Mary  - St. Cecilia,3,en,1,92%,92%,92%,74%,74%,74%,8%,8%,8%
York Catholic DSB,St Mary Catholic S,3,en,1,100%,100%,100%,81%,81%,83%,0%,0%,0%
Durham Catholic DSB,St Matthew the Evangelist,3,en,1,100%,100%,100%,89%,86%,75%,0%,0%,0%
Toronto Catholic District School Board,St Mary Sep S,3,en,1,94%,100%,94%,53%,75%,33%,0%,0%,0%
Algonquin and Lakeshore Catholic DSB,St Marguerite Bourgeoys,3,en,1,100%,100%,100%,73%,66%,68%,0%,0%,0%
Brant Haldimand Norfolk Catholic DSB,St Marys S,3,en,1,100%,100%,100%,73%,63%,60%,0%,0%,0%
Waterloo Catholic DSB,St. Gabriel Catholic Elementary School,3,en,1,100%,100%,100%,92%,77%,75%,0%,0%,0%
Algonquin and Lakeshore Catholic DSB,St Marys Sep S,3,en,1,87%,87%,87%,72%,48%,45%,13%,13%,13%
Peterborough Victoria Northumberland and Clarington CDSB,Notre Dame Catholic Elementary School,3,en,1,100%,100%,100%,82%,88%,76%,0%,0%,0%
Toronto Catholic District School Board,Divine Mercy Catholic Elementary School,3,en,1,97%,97%,97%,69%,64%,47%,0%,0%,0%
Dufferin-Peel Catholic DSB,St Matthew Sep S,3,en,1,89%,89%,89%,96%,84%,80%,11%,11%,11%
Toronto Catholic District School Board,St Matthew Sep S,3,en,1,89%,89%,95%,71%,68%,39%,11%,11%,5%
Waterloo Catholic DSB,St Matthew E S,3,en,1,97%,97%,97%,86%,78%,83%,3%,3%,3%
York Catholic DSB,St Matthew Sep S,3,en,1,100%,100%,100%,100%,100%,100%,0%,0%,0%
Toronto Catholic District School Board,St Maurice Sep S,3,en,1,100%,100%,100%,58%,62%,62%,0%,0%,0%
Conseil scolaire catholique Providence,École Sép Saint-Michel,3,fr,1,100%,100%,100%,42%,30%,39%,0%,0%,0%
Huron-Perth Catholic DSB,Jeanne Sauvé Catholic S,3,en,1,100%,100%,100%,73%,68%,64%,0%,0%,0%
London District Catholic School Board,St Michael Catholic S,3,en,1,91%,91%,91%,76%,71%,57%,9%,9%,9%
Niagara Catholic DSB,St. Michael Catholic Elementary School,3,en,1,100%,100%,100%,92%,96%,88%,0%,0%,0%
Ottawa Catholic District School Board,St Michael (Ottawa) S,3,en,1,68%,68%,68%,62%,23%,31%,26%,26%,26%
Simcoe Muskoka Catholic DSB,St Michael the Archangel Catholic E S,3,en,1,94%,94%,94%,67%,63%,67%,6%,6%,6%
St. Clair Catholic District School Board,St Michael Sep S,3,en,1,88%,88%,88%,79%,57%,50%,6%,6%,6%
Toronto Catholic District School Board,Bishop Macdonell Catholic School,3,en,1,96%,96%,98%,83%,74%,85%,4%,4%,2%
Wellington Catholic DSB,St Michael Catholic School,3,en,1,100%,100%,100%,90%,86%,86%,0%,0%,0%
Hamilton-Wentworth Catholic DSB,St. Michael Catholic ES,3,en,1,87%,87%,89%,67%,58%,56%,13%,13%,11%
Algonquin and Lakeshore Catholic DSB,St. Geneviève Catholic School,3,en,1,100%,100%,100%,85%,64%,83%,0%,0%,0%
Halton Catholic DSB,St Michaels Sep S,3,en,1,92%,92%,92%,91%,78%,78%,8%,8%,8%
Waterloo Catholic DSB,St Michael Sep S,3,en,1,95%,95%,95%,67%,56%,69%,5%,5%,5%
Toronto Catholic District School Board,St Michael School,3,en,1,100%,100%,100%,75%,75%,60%,0%,0%,0%
Ottawa-Carleton DSB,Farley Mowat Public School,3,en,1,94%,94%,94%,79%,58%,56%,3%,3%,3%
St. Clair Catholic District School Board,St Michael's S,3,en,1,93%,93%,93%,100%,85%,85%,7%,7%,7%
Algonquin and Lakeshore Catholic DSB,St Michael's S,3,en,1,96%,96%,96%,73%,52%,59%,4%,3%,3%
Brant Haldimand Norfolk Catholic DSB,St Michaels S,3,en,1,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
Brant Haldimand Norfolk Catholic DSB,St Michaels S,3,en,1,100%,100%,100%,71%,62%,62%,0%,0%,0%
York Catholic DSB,St Michael Sep S,3,en,1,100%,100%,100%,100%,100%,95%,0%,0%,0%
London District Catholic School Board,St Michael's S,3,en,1,100%,100%,100%,72%,58%,56%,0%,0%,0%
Toronto Catholic District School Board,St Michael's Choir S,3,en,1,100%,100%,100%,100%,92%,100%,0%,0%,0%
Renfrew County Catholic DSB,St Michael's Sep S,3,en,1,100%,100%,100%,80%,70%,80%,0%,0%,0%
Le C.S.C.D. des Grandes Rivières,É.C. St-Michel,3,fr,1,98%,98%,98%,64%,45%,79%,2%,2%,2%
Toronto Catholic District School Board,St Monica Sep S,3,en,1,90%,90%,90%,81%,74%,63%,0%,0%,0%
York Catholic DSB,St Monica Catholic S,3,en,1,97%,97%,97%,73%,61%,82%,0%,0%,0%
Dufferin-Peel Catholic DSB,St. Monica Elementary S,3,en,1,95%,95%,95%,84%,79%,79%,5%,5%,5%
Waterloo Region DSB,Millen Woods PS ,3,en,1,97%,97%,97%,78%,78%,88%,0%,0%,0%
Ottawa Catholic District School Board,St Monica Sep S,3,en,1,92%,92%,92%,83%,67%,62%,8%,8%,8%
Durham Catholic DSB,St Monica Catholic School,3,en,1,87%,87%,98%,85%,46%,70%,13%,13%,2%
Simcoe Muskoka Catholic DSB,St Monicas Sep S,3,en,1,100%,100%,100%,72%,60%,45%,0%,0%,0%
Niagara Catholic DSB,St. Nicholas Catholic Elementary School,3,en,1,95%,95%,95%,78%,61%,33%,5%,5%,5%
Dufferin-Peel Catholic DSB,St. Nicholas Elementary School,3,en,1,93%,93%,93%,78%,71%,66%,7%,7%,7%
Toronto Catholic District School Board,St Nicholas Catholic S,3,en,1,100%,100%,100%,54%,49%,41%,0%,0%,0%
York Catholic DSB,St Nicholas Catholic S,3,en,1,100%,100%,100%,82%,58%,74%,0%,0%,0%
Waterloo Catholic DSB,St Nicholas Catholic ES,3,en,1,94%,94%,94%,71%,58%,58%,6%,6%,6%
Simcoe Muskoka Catholic DSB,St. Nicholas S,3,en,1,100%,100%,100%,48%,19%,29%,0%,0%,0%
York Catholic DSB,St Brendan Catholic School,3,en,1,96%,98%,98%,59%,38%,46%,2%,2%,2%
Toronto Catholic District School Board,St Nicholas of Bari Catholic S,3,en,1,95%,93%,98%,67%,61%,49%,5%,7%,2%
Toronto Catholic District School Board,St Norbert Sep S,3,en,1,95%,95%,95%,76%,67%,43%,5%,5%,5%
Toronto Catholic District School Board,St Paschal Baylon Sep S,3,en,1,93%,93%,93%,77%,63%,53%,7%,7%,7%
London District Catholic School Board,St Patrick Sep S,3,en,1,97%,97%,97%,90%,77%,77%,0%,0%,0%
Le Conseil scolaire catholique MonAvenir,ÉÉC Jean-Béliveau,3,fr,1,100%,100%,100%,67%,63%,77%,0%,0%,0%
Le Conseil scolaire catholique MonAvenir,ÉÉC Saint-Noel-Chabanel - Cambridge,3,fr,1,92%,92%,92%,70%,57%,62%,2%,2%,2%
Simcoe Muskoka Catholic DSB,St Noel Chabanel Catholic Elementary School,3,en,1,97%,97%,97%,43%,33%,29%,2%,2%,2%
Wellington Catholic DSB,St Patrick S,3,en,1,96%,96%,96%,68%,59%,59%,4%,4%,4%
York Catholic DSB,St Patrick Markham Sep S,3,en,1,95%,100%,100%,65%,43%,52%,0%,0%,0%
Niagara Catholic DSB,St. Patrick Catholic Elementary School,3,en,1,100%,100%,100%,100%,90%,100%,0%,0%,0%
Trillium Lakelands DSB,Cardiff E S,3,en,1,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
Halton Catholic DSB,St Christopher,3,en,1,96%,96%,96%,93%,78%,78%,4%,4%,4%
York Catholic DSB,St Patrick Schomberg Sep S,3,en,1,100%,100%,100%,86%,78%,61%,0%,0%,0%
London District Catholic School Board,St Patrick's S,3,en,1,97%,97%,97%,83%,71%,60%,3%,3%,3%
Le Conseil scolaire catholique MonAvenir,ÉÉC Sainte-Marguerite-Bourgeoys - St-Catharines,3,fr,1,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.
Ottawa Catholic District School Board,St. Gabriel,3,en,1,95%,95%,95%,100%,89%,83%,5%,5%,5%
Niagara Catholic DSB,St. Patrick Catholic Elementary School,3,en,1,93%,93%,93%,92%,92%,85%,7%,7%,7%
Dufferin-Peel Catholic DSB,St Patrick Sep S,3,en,1,93%,93%,93%,57%,50%,36%,7%,7%,7%
Northwest Catholic DSB,St Patricks Sep S,3,en,1,100%,100%,100%,62%,62%,46%,0%,0%,0%
Windsor-Essex Catholic DSB,St. Andre French Immersion CES,3,en,1,100%,100%,100%,77%,79%,77%,0%,0%,0%
Halton Catholic DSB,St Patricks Sep S,3,en,1,91%,91%,91%,76%,71%,76%,0%,0%,0%
Northeastern Catholic DSB,Saint Patrick Sep S,3,en,1,100%,100%,100%,65%,59%,65%,0%,0%,0%
Hamilton-Wentworth Catholic DSB,St. Patrick Catholic ES,3,en,1,83%,87%,97%,80%,73%,59%,13%,13%,3%
Peterborough Victoria Northumberland and Clarington CDSB,St. Patrick Catholic Elementary School,3,en,1,93%,93%,93%,79%,43%,43%,7%,7%,7%
Brant Haldimand Norfolk Catholic DSB,St Patricks S,3,en,1,100%,100%,100%,73%,47%,53%,0%,0%,0%
Brant Haldimand Norfolk Catholic DSB,St Patricks S,3,en,1,100%,100%,100%,81%,71%,64%,0%,0%,0%
Northeastern Catholic DSB,St Patricks S,3,en,1,100%,100%,100%,59%,59%,35%,0%,0%,0%
Durham Catholic DSB,St Patrick Catholic S,3,en,1,N/D,N/D,100%,N/D,N/D,37%,N/D,N/D,0%
Simcoe Muskoka Catholic DSB,St Paul's Sep S,3,en,1,98%,98%,98%,62%,67%,51%,2%,2%,2%
Halton Catholic DSB,St Paul's Sep S,3,en,1,96%,96%,96%,86%,81%,81%,4%,4%,4%
Le C.S.D.C. de l'Est ontarien,École élém. cath. de Casselman-Pav. St-Paul/Ste-Euphémie,3,fr,1,94%,94%,96%,74%,66%,73%,6%,6%,4%
Wellington Catholic DSB,St Paul Catholic S,3,en,1,96%,96%,96%,83%,74%,74%,4%,4%,4%
Le Conseil scolaire catholique MonAvenir,ÉÉC Saint-Michel,3,fr,1,100%,100%,100%,62%,58%,62%,0%,0%,0%
Waterloo Catholic DSB,St Paul Sep S,3,en,1,97%,97%,97%,72%,58%,60%,3%,3%,3%
London District Catholic School Board,St Paul Sep S,3,en,1,93%,93%,93%,85%,48%,48%,7%,7%,7%
Conseil scolaire catholique Nouvelon,École élémentaire catholique La Renaissance,3,fr,1,100%,100%,100%,14%,14%,38%,0%,0%,0%
Peterborough Victoria Northumberland and Clarington CDSB,St. Paul Catholic Elementary School Norwood,3,en,1,97%,97%,97%,67%,57%,57%,3%,3%,3%
Le C.S.D.C. de l'Est ontarien,École élémentaire catholique Saint-Paul,3,fr,1,92%,92%,92%,55%,41%,64%,8%,8%,8%
Thunder Bay Catholic DSB,St Paul School,3,en,1,100%,100%,100%,93%,73%,80%,0%,0%,0%
Algonquin and Lakeshore Catholic DSB,St Patrick Cath S,3,en,1,89%,89%,89%,79%,62%,75%,0%,0%,0%
Huron-Superior Catholic DSB,St. Paul Catholic S,3,en,1,97%,97%,97%,89%,86%,75%,3%,3%,3%
St. Clair Catholic District School Board,Good Shepherd Catholic S,3,en,1,100%,100%,100%,80%,90%,70%,0%,0%,0%
Hamilton-Wentworth Catholic DSB,St Paul Sep S,3,en,1,98%,98%,98%,95%,83%,79%,2%,2%,2%
Le Conseil scolaire catholique MonAvenir,ÉÉC Saint-Philippe,3,fr,1,100%,100%,100%,76%,65%,82%,0%,0%,0%
Toronto Catholic District School Board,St Paul Sep S,3,en,1,96%,96%,96%,50%,50%,58%,0%,0%,0%
Algonquin and Lakeshore Catholic DSB,St Paul S,3,en,1,100%,100%,94%,83%,78%,71%,0%,0%,0%
Peterborough Victoria Northumberland and Clarington CDSB,St. Paul Catholic Elementary School Lakefield,3,en,1,88%,88%,88%,50%,43%,36%,12%,12%,12%
Peterborough Victoria Northumberland and Clarington CDSB,St. Paul Catholic Elementary School Peterborough,3,en,1,84%,84%,84%,96%,81%,85%,16%,16%,16%
York Catholic DSB,St Paul Sep S,3,en,1,100%,100%,100%,60%,30%,40%,0%,0%,0%
Durham Catholic DSB,St Paul Catholic S,3,en,1,100%,100%,100%,81%,62%,73%,0%,0%,0%
Simcoe Muskoka Catholic DSB,St Peter's S,3,en,1,100%,100%,100%,32%,9%,9%,0%,0%,0%
St. Clair Catholic District School Board,St Peter Canisius Sep S,3,en,1,100%,100%,100%,81%,62%,69%,0%,0%,0%
Dufferin-Peel Catholic DSB,Sts. Peter and Paul,3,en,1,77%,77%,77%,100%,70%,90%,23%,23%,23%
Dufferin-Peel Catholic DSB,St Peter Sep S,3,en,1,100%,100%,97%,79%,79%,62%,0%,0%,0%
Halton Catholic DSB,St Peters Sep S,3,en,1,100%,100%,100%,75%,71%,62%,0%,0%,0%
Windsor-Essex Catholic DSB,St Peter Catholic Sep S,3,en,1,100%,100%,100%,71%,71%,62%,0%,0%,0%
Niagara Catholic DSB,St. Peter Catholic Elementary School,3,en,1,90%,90%,90%,89%,68%,58%,5%,5%,5%
Catholic DSB of Eastern Ontario,St Peter's S,3,en,1,92%,92%,88%,79%,79%,74%,8%,8%,12%
Brant Haldimand Norfolk Catholic DSB,St Peter,3,en,1,100%,100%,100%,77%,62%,38%,0%,0%,0%
Waterloo Catholic DSB,St Peter Catholic S,3,en,1,100%,100%,100%,61%,30%,43%,0%,0%,0%
Toronto Catholic District School Board,St. Andre Catholic School,3,en,1,96%,96%,96%,62%,60%,58%,4%,4%,4%
Ottawa Catholic District School Board,Blessed Carlo Virtual,3,en,1,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
Algonquin and Lakeshore Catholic DSB,St Peter's S,3,en,1,98%,98%,98%,67%,57%,54%,2%,2%,2%
York Catholic DSB,St Peter Catholic Sep S,3,en,1,92%,92%,92%,77%,77%,50%,0%,0%,0%
Ottawa Catholic District School Board,St Philip Sep S,3,en,1,98%,98%,98%,80%,82%,72%,2%,2%,2%
Conseil scolaire catholique Providence,École Sép Saint-Philippe,3,fr,1,100%,100%,100%,38%,23%,54%,0%,0%,0%
Le Conseil scolaire catholique MonAvenir,ÉÉC Saint-Noel-Chabanel-Toronto,3,fr,1,84%,84%,84%,75%,50%,75%,16%,16%,16%
Dufferin-Peel Catholic DSB,St Philip E S,3,en,1,92%,92%,92%,91%,91%,73%,8%,8%,8%
Durham Catholic DSB,Monsignor Philip Coffey Catholic S,3,en,1,95%,95%,95%,59%,27%,14%,5%,5%,5%
St. Clair Catholic District School Board,St Philip's S,3,en,1,100%,100%,100%,86%,64%,61%,0%,0%,0%
Niagara Catholic DSB,St. Philomena Catholic Elementary School,3,en,1,78%,78%,81%,96%,86%,97%,22%,22%,19%
Conseil scolaire catholique Nouvelon,É Sép Saint-Pierre,3,fr,1,100%,100%,100%,45%,60%,70%,0%,0%,0%
Dufferin-Peel Catholic DSB,St. Pio of Pietrelcina Elementary School,3,en,1,96%,96%,96%,84%,73%,61%,4%,4%,4%
Toronto Catholic District School Board,St Pius X Sep S,3,en,1,100%,100%,100%,81%,81%,67%,0%,0%,0%
Brant Haldimand Norfolk Catholic DSB,St Pius S,3,en,1,97%,100%,97%,65%,41%,42%,0%,0%,0%
DSB of Niagara,Carleton PS,3,en,1,95%,95%,95%,80%,85%,80%,5%,5%,5%
London District Catholic School Board,St Pius X Sep S,3,en,1,100%,100%,100%,68%,53%,53%,0%,0%,0%
Thunder Bay Catholic DSB,St Pius X Sep S,3,en,1,91%,91%,91%,67%,57%,52%,9%,9%,9%
Windsor-Essex Catholic DSB,St Pius X Sep S,3,en,1,96%,96%,96%,83%,86%,86%,3%,3%,3%
Dufferin-Peel Catholic DSB,St Raphael Sep S,3,en,1,100%,100%,100%,65%,53%,29%,0%,0%,0%
Toronto Catholic District School Board,St Raphael Sep S,3,en,1,96%,100%,100%,78%,69%,81%,0%,0%,0%
Ottawa-Carleton DSB,Carleton Heights S,3,en,1,93%,93%,93%,37%,28%,25%,7%,7%,7%
Halton Catholic DSB,St Raphaels Sep S,3,en,1,96%,96%,96%,83%,74%,83%,2%,2%,2%
Le C.S. catholique Franco-Nord,É Saint-Raymond,3,fr,1,100%,100%,100%,55%,73%,73%,0%,0%,0%
Dufferin-Peel Catholic DSB,St Raymond ES,3,en,1,100%,100%,100%,83%,65%,52%,0%,0%,0%
Le Conseil scolaire catholique MonAvenir,ÉÉC Saint-René,3,fr,1,100%,100%,100%,72%,72%,67%,0%,0%,0%
York Catholic DSB,St René Goupil - St Luke Sep S,3,en,1,100%,100%,100%,81%,76%,62%,0%,0%,0%
Toronto Catholic District School Board,St Richard Sep S,3,en,1,94%,94%,94%,66%,28%,38%,6%,6%,6%
Dufferin-Peel Catholic DSB,St Richard Sep S,3,en,1,97%,97%,97%,96%,93%,79%,0%,0%,0%
Toronto Catholic District School Board,St Rita Catholic S,3,en,1,N/D,N/D,N/R,N/D,N/D,N/R,N/D,N/D,N/R
Toronto Catholic District School Board,St Rene Goupil Sep S,3,en,1,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
Ottawa Catholic District School Board,St Rita Catholic S,3,en,1,92%,92%,92%,70%,57%,59%,8%,8%,8%
Dufferin-Peel Catholic DSB,St. Rita Elementary School,3,en,1,97%,100%,100%,56%,54%,34%,0%,0%,0%
Ottawa Catholic District School Board,St. Benedict,3,en,1,97%,97%,98%,90%,82%,85%,3%,3%,2%
Toronto Catholic District School Board,St Robert Sep S,3,en,1,95%,95%,95%,74%,72%,62%,5%,5%,5%
Toronto Catholic District School Board,St Roch,3,en,1,100%,100%,100%,62%,59%,51%,0%,0%,0%
Windsor-Essex Catholic DSB,St Rose Sep S,3,en,1,87%,87%,87%,88%,85%,90%,13%,13%,13%
Toronto Catholic District School Board,St Rose of Lima Sep S,3,en,1,100%,100%,100%,78%,71%,57%,0%,0%,0%
Dufferin-Peel Catholic DSB,St Rose of Lima Sep S,3,en,1,100%,100%,100%,100%,100%,87%,0%,0%,0%
London District Catholic School Board,St Sebastian Sep S,3,en,1,74%,74%,74%,59%,62%,62%,26%,26%,26%
Toronto Catholic District School Board,St Sebastian Sep S,3,en,1,100%,100%,100%,95%,95%,90%,0%,0%,0%
Dufferin-Peel Catholic DSB,St Sebastian Elementary School,3,en,1,100%,97%,100%,64%,72%,42%,0%,0%,0%
