School Name,Board Name,Municipality,School Level,School Language,Grade6Reading,LowIncome_pct,NoDegree_pct,Density_2021,Grade6Reading_pct,Grade6Writing_pct,Grade6Math_pct,Grade3Reading_pct,Grade3Math_pct,Grade6Reading_3yr_change,Grade6Math_3yr_change,SpecialEd_pct,Enrolment,City,Latitude,Longitude,EquityRisk
Holy Rosary (Milton) Catholic Elementary School,Halton CDSB,milton,Elementary,English,84.0,4.0,1.0,365.5,84%,78%,55%,76%,73%,-8.0,3.0,15,540,Milton,43.51755,-79.8856,False
Lumen Christi Catholic Elementary School,Halton CDSB,burlington,Elementary,English,83.0,7.0,0.0,1004.4,83%,81%,54%,71%,65%,-11.0,0.0,12,680,Milton,43.48481,-79.8728,False
Our Lady of Fatima Catholic Elementary School,Halton CDSB,milton,Elementary,English,95.0,6.0,0.0,365.5,95%,97%,83%,79%,87%,7.0,33.0,9,605,Milton,43.50506,-79.8488,False
Our Lady of Peace Catholic Elementary School,Halton CDSB,oakville,Elementary,English,94.0,0.0,0.0,1538.5,94%,90%,66%,92%,78%,3.0,6.0,5,410,Oakville,43.46603,-79.7363,False
Our Lady of Victory Catholic Elementary School,Halton CDSB,milton,Elementary,English,71.0,0.0,0.0,365.5,71%,81%,52%,75%,62%,-1.0,-6.0,15,320,Milton,43.50365,-79.8671,False
Queen of Heaven Catholic Elementary School,Halton CDSB,milton,Elementary,English,88.0,5.0,0.0,365.5,88%,75%,57%,76%,58%,3.0,18.0,14,770,Milton,43.49452,-79.8886,False
Sacred Heart of Jesus Catholic Elementary School,Halton CDSB,burlington,Elementary,English,96.0,6.0,2.0,1004.4,96%,91%,71%,86%,78%,8.0,31.0,9,550,Burlington,43.38725,-79.8122,False
St. Andrew Catholic Elementary School,Halton CDSB,oakville,Elementary,English,91.0,11.0,0.0,1538.5,91%,87%,72%,82%,70%,4.0,9.0,7,660,Oakville,43.47521,-79.7195,False
St. Anne Catholic Elementary School,Halton CDSB,burlington,Elementary,English,91.0,5.0,0.0,1004.4,91%,93%,61%,76%,73%,-5.0,-3.0,8,680,Burlington,43.40912,-79.8241,False
St. Anthony of Padua Catholic Elementary School,Halton CDSB,milton,Elementary,English,90.0,7.0,1.0,365.5,90%,83%,60%,82%,71%,0.0,5.0,11,790,Milton,43.52586,-79.8553,False
St. Benedict Catholic Elementary School,Halton CDSB,milton,Elementary,English,92.0,8.0,1.0,365.5,92%,92%,62%,74%,73%,-4.0,10.0,9,820,Milton,43.49642,-79.8656,False
St. Bernadette Catholic Elementary School,Halton CDSB,oakville,Elementary,English,95.0,5.0,5.0,1538.5,95%,90%,80%,89%,89%,3.0,17.0,15,305,Oakville,43.42919,-79.7377,False
St. Brigid Catholic Elementary School,Halton CDSB,halton hills,Elementary,English,73.0,0.0,1.0,227.4,73%,70%,39%,70%,64%,-19.0,-9.0,11,710,Georgetown,43.63172,-79.8908,False
St. Catherine of Alexandria Catholic Elementary School,Halton CDSB,halton hills,Elementary,English,76.0,1.0,1.0,227.4,76%,68%,40%,78%,57%,-20.0,-5.0,11,785,Georgetown,43.63411,-79.8741,False
St. Christopher Catholic Elementary School,Halton CDSB,burlington,Elementary,English,79.0,5.0,0.0,1004.4,79%,88%,56%,91%,64%,-3.0,8.0,15,330,Burlington,43.40613,-79.786,False
St. Dominic Catholic Elementary School,Halton CDSB,oakville,Elementary,English,95.0,6.0,1.0,1538.5,95%,100%,95%,81%,73%,-1.0,39.0,10,555,Oakville,43.40072,-79.7191,False
St. Elizabeth Seton Catholic Elementary School,Halton CDSB,burlington,Elementary,English,97.0,0.0,0.0,1004.4,97%,94%,79%,80%,85%,5.0,23.0,10,340,Burlington,43.39979,-79.7942,False
St. Francis of Assisi Catholic Elementary School,Halton CDSB,halton hills,Elementary,English,89.0,5.0,0.0,227.4,89%,93%,61%,81%,74%,13.0,33.0,10,415,Georgetown,43.6471,-79.8951,False
St. Gabriel Catholic Elementary School,Halton CDSB,burlington,Elementary,English,91.0,5.0,1.0,1004.4,91%,93%,54%,60%,62%,6.0,21.0,18,535,Burlington,43.35557,-79.8261,False
St. Gregory the Great Catholic Elementary School,Halton CDSB,oakville,Elementary,English,91.0,11.0,0.0,1538.5,91%,89%,57%,81%,70%,-6.0,-3.0,10,775,Oakville,43.47689,-79.7358,False
St. Joan of Arc Catholic Elementary School,Halton CDSB,oakville,Elementary,English,94.0,10.0,0.0,1538.5,94%,91%,65%,100%,80%,1.0,4.0,10,325,Oakville,43.4312,-79.759,False
St. John (Burlington) Catholic Elementary School,Halton CDSB,burlington,Elementary,English,72.0,5.0,0.0,1004.4,72%,72%,50%,73%,63%,-11.0,-21.0,10,290,Burlington,43.33121,-79.8047,False
St. John Paul II Catholic Elementary School,Halton CDSB,oakville,Elementary,English,60.0,10.0,0.0,1538.5,60%,74%,38%,77%,68%,-20.0,-8.0,10,355,Oakville,43.44244,-79.7582,False
St. Joseph (Acton) Catholic Elementary School,Halton CDSB,halton hills,Elementary,English,84.0,0.0,0.0,227.4,84%,84%,32%,77%,58%,-8.0,-26.0,10,350,Acton,43.6243,-80.045,False
St. Luke Catholic Elementary School,Halton CDSB,oakville,Elementary,English,79.0,10.0,0.0,1538.5,79%,64%,36%,60%,47%,-21.0,-58.0,10,185,Oakville,43.497,-79.662,False
St. Marguerite d'Youville Catholic Elementary School,Halton CDSB,oakville,Elementary,English,95.0,10.0,0.0,1538.5,95%,97%,59%,98%,88%,-1.0,0.0,5,395,Oakville,43.49439,-79.6935,False
St. Mark Catholic Elementary School,Halton CDSB,burlington,Elementary,English,87.0,0.0,0.0,1004.4,87%,74%,47%,85%,74%,14.0,19.0,10,425,Burlington,43.35937,-79.8424,False
St. Mary Catholic Elementary School,Halton CDSB,oakville,Elementary,English,97.0,8.0,0.0,1538.5,97%,92%,69%,89%,83%,4.0,16.0,7,730,Oakville,43.42348,-79.7713,False
St. Matthew Catholic Elementary School,Halton CDSB,oakville,Elementary,English,95.0,5.0,0.0,1538.5,95%,92%,74%,89%,86%,-5.0,1.0,15,340,Oakville,43.44018,-79.7165,False
St. Michael Catholic Elementary School,Halton CDSB,oakville,Elementary,English,91.0,5.0,0.0,1538.5,91%,70%,43%,75%,45%,-4.0,5.0,10,275,Oakville,43.46316,-79.6954,False
St. Nicholas Catholic Elementary School,Halton CDSB,oakville,Elementary,English,85.0,11.0,1.0,1538.5,85%,80%,60%,81%,76%,-13.0,-6.0,11,605,Oakville,43.42251,-79.704,False
St. Patrick Catholic Elementary School,Halton CDSB,burlington,Elementary,English,83.0,0.0,0.0,1004.4,83%,83%,31%,71%,57%,-5.0,-17.0,10,310,Burlington,43.36964,-79.7375,False
St. Paul Catholic Elementary School,Halton CDSB,burlington,Elementary,English,97.0,5.0,0.0,1004.4,97%,92%,68%,59%,59%,7.0,26.0,15,415,Burlington,43.34737,-79.7808,False
St. Peter Catholic Elementary School,Halton CDSB,milton,Elementary,English,74.0,5.0,2.0,365.5,74%,78%,40%,75%,64%,-10.0,-10.0,12,590,Milton,43.53378,-79.8643,False
St. Raphael Catholic Elementary School,Halton CDSB,burlington,Elementary,English,98.0,5.0,0.0,1004.4,98%,93%,78%,76%,64%,1.0,20.0,10,385,Burlington,43.3542,-79.7672,False
St. Scholastica Catholic Elementary School,Halton CDSB,milton,Elementary,English,80.0,8.0,3.0,365.5,80%,80%,44%,83%,79%,-11.0,-13.0,8,920,Town of Milton,43.485202,-79.85223,False
St. Teresa of Calcutta Catholic Elementary School,Halton CDSB,oakville,Elementary,English,78.0,5.0,0.0,1538.5,78%,70%,48%,84%,81%,-1.0,-18.0,10,305,Oakville,43.45103,-79.7357,False
St. Timothy Catholic Elementary School,Halton CDSB,burlington,Elementary,English,96.0,3.0,1.0,1004.4,96%,91%,70%,98%,87%,2.0,15.0,15,570,Burlington,43.37593,-79.8246,False
St. Vincent Catholic Elementary School,Halton CDSB,oakville,Elementary,English,64.0,10.0,0.0,1538.5,64%,73%,18%,N/R,N/R,-36.0,-64.0,15,120,Oakville,43.46591,-79.6565,False
Abbey Lane Public School,Halton DSB,oakville,Elementary,English,89.0,15.0,5.0,1538.5,89%,86%,50%,83%,75%,6.0,-6.0,20,250,Oakville,43.44565,-79.7113,False
Alexander's Public School,Halton DSB,burlington,Elementary,English,85.0,5.0,5.0,1004.4,85%,89%,62%,98%,85%,1.0,3.0,15,465,BURLINGTON,43.40582,-79.7853,False
Alton Village Public School,Halton DSB,burlington,Elementary,English,94.0,5.0,0.0,1004.4,94%,96%,72%,87%,81%,-1.0,3.0,11,995,Burlington,43.39996,-79.8267,False
Anne J. MacArthur Public School,Halton DSB,milton,Elementary,English,90.0,9.0,2.0,365.5,90%,88%,55%,74%,64%,1.0,-2.0,8,930,Milton,43.49625,-79.8613,False
Boyne Public School,Halton DSB,milton,Elementary,English,90.0,8.0,2.0,365.5,90%,85%,65%,72%,69%,3.0,20.0,10,1130,Milton,43.4909,-79.8537,False
Brant Hills Public School,Halton DSB,burlington,Elementary,English,72.0,5.0,0.0,1004.4,72%,67%,28%,58%,54%,-5.0,1.0,30,310,Burlington,43.36496,-79.8458,False
Brookdale Public School,Halton DSB,oakville,Elementary,English,91.0,10.0,0.0,1538.5,91%,81%,65%,65%,65%,-2.0,6.0,10,325,Oakville,43.42498,-79.7035,False
Brookville Public School,Halton DSB,milton,Elementary,English,76.0,5.0,0.0,365.5,76%,76%,46%,93%,79%,-20.0,-30.0,15,345,Campbellville,43.53337,-80.0474,False
Bruce T Lindley Public School,Halton DSB,burlington,Elementary,English,83.0,5.0,0.0,1004.4,83%,83%,47%,75%,64%,-17.0,-11.0,10,310,Burlington,43.37116,-79.8392,False
Bruce Trail Public School,Halton DSB,milton,Elementary,English,87.0,6.0,1.0,365.5,87%,90%,51%,81%,60%,-3.0,8.0,12,1040,Milton,43.52311,-79.8494,False
C H Norton Public School,Halton DSB,burlington,Elementary,English,76.0,5.0,0.0,1004.4,76%,79%,57%,67%,71%,-17.0,7.0,20,485,Burlington,43.37908,-79.813,False
Captain R. Wilson Public School,Halton DSB,oakville,Elementary,English,96.0,8.0,0.0,1538.5,96%,99%,80%,74%,77%,1.0,1.0,5,840,Oakville,43.42888,-79.7592,False
Centennial Middle School,Halton DSB,halton hills,Elementary,English,77.0,5.0,0.0,227.4,77%,70%,50%,,,-12.0,11.0,20,375,Georgetown,43.6433,-79.8985,False
Central Public School,Halton DSB,burlington,Elementary,English,84.0,10.0,0.0,1004.4,84%,88%,61%,72%,70%,5.0,3.0,15,390,Burlington,43.32992,-79.8047,False
Charles R. Beaudoin Public School,Halton DSB,burlington,Elementary,English,93.0,4.0,0.0,1004.4,93%,90%,77%,91%,73%,-3.0,8.0,6,565,Burlington,43.39672,-79.8078,False
Chris Hadfield Public School,Halton DSB,milton,Elementary,English,91.0,6.0,2.0,365.5,91%,97%,77%,82%,81%,0.0,9.0,8,755,Milton,43.53492,-79.8676,False
Clarksdale Public School,Halton DSB,burlington,Elementary,English,94.0,10.0,0.0,1004.4,94%,94%,68%,71%,45%,9.0,12.0,10,415,Burlington,43.35369,-79.8125,False
Dr. David R. Williams Public School,Halton DSB,oakville,Elementary,English,92.0,14.0,2.0,1538.5,92%,89%,59%,84%,77%,-4.0,-16.0,6,1180,Oakville,43.486429,-79.733027,False
E J James Public School,Halton DSB,oakville,Elementary,English,100.0,10.0,0.0,1538.5,100%,100%,94%,94%,85%,4.0,13.0,10,360,Oakville,43.46817,-79.658,False
Eastview Public School,Halton DSB,oakville,Elementary,English,93.0,6.0,1.0,1538.5,93%,97%,48%,67%,63%,-7.0,-1.0,18,515,Oakville,43.40123,-79.7102,False
Emily Carr Public School,Halton DSB,oakville,Elementary,English,92.0,8.0,1.0,1538.5,92%,92%,75%,74%,67%,0.0,26.0,11,675,Oakville,43.44276,-79.7637,False
Escarpment View Public School,Halton DSB,milton,Elementary,English,86.0,6.0,1.0,365.5,86%,85%,56%,65%,55%,-6.0,4.0,10,1025,Milton,43.49751,-79.8812,False
Ethel Gardiner Public School,Halton DSB,halton hills,Elementary,English,86.0,1.0,2.0,227.4,86%,89%,49%,54%,52%,0.0,-7.0,13,625,Georgetown,43.62676,-79.8813,False
Falgarwood Public School,Halton DSB,oakville,Elementary,English,81.0,10.0,0.0,1538.5,81%,77%,54%,70%,61%,-2.0,0.0,15,495,Oakville,43.47923,-79.6841,False
Florence Meares Public School,Halton DSB,burlington,Elementary,English,93.0,4.0,1.0,1004.4,93%,93%,71%,80%,80%,0.0,25.0,18,570,Burlington,43.38627,-79.8088,False
Forest Trail Public School (Elementary),Halton DSB,oakville,Elementary,English,100.0,7.0,0.0,1538.5,100%,99%,97%,99%,82%,0.0,16.0,3,520,Oakville,43.45077,-79.7531,False
Frontenac Public School,Halton DSB,burlington,Elementary,English,100.0,4.0,0.0,1004.4,100%,84%,68%,95%,70%,24.0,25.0,22,605,Burlington,43.37414,-79.7529,False
Gladys Speers Public School,Halton DSB,oakville,Elementary,English,91.0,10.0,0.0,1538.5,91%,89%,66%,78%,69%,6.0,20.0,10,360,Oakville,43.41007,-79.7151,False
Glenview Public School,Halton DSB,burlington,Elementary,English,76.0,5.0,0.0,1004.4,76%,76%,46%,73%,78%,-14.0,-4.0,5,390,Burlington,43.30835,-79.846,False
Hawthorne Village Public School,Halton DSB,milton,Elementary,English,79.0,4.0,1.0,365.5,79%,82%,47%,53%,45%,-13.0,3.0,15,810,Milton,43.51421,-79.838,False
Heritage Glen Public School,Halton DSB,oakville,Elementary,English,94.0,9.0,1.0,1538.5,94%,92%,77%,89%,71%,-1.0,2.0,12,750,Oakville,43.43198,-79.7418,False
Irma Coulson Public School,Halton DSB,milton,Elementary,English,86.0,7.0,1.0,365.5,86%,90%,57%,65%,61%,-7.0,6.0,10,925,Milton,43.5229,-79.8423,False
James W. Hill Public School,Halton DSB,oakville,Elementary,English,94.0,9.0,2.0,1538.5,94%,98%,81%,73%,73%,5.0,10.0,8,600,Oakville,43.50138,-79.6614,False
John T Tuck Public School,Halton DSB,burlington,Elementary,English,97.0,4.0,0.0,1004.4,97%,94%,62%,91%,88%,0.0,-2.0,11,620,Burlington,43.34496,-79.7701,False
John William Boich Public School,Halton DSB,burlington,Elementary,English,79.0,4.0,0.0,1004.4,79%,82%,52%,90%,80%,-19.0,-23.0,12,640,Burlington,43.41157,-79.802,False
Joshua Creek Public School,Halton DSB,oakville,Elementary,English,94.0,11.0,0.0,1538.5,94%,93%,79%,85%,89%,-2.0,-2.0,5,890,Oakville,43.49959,-79.6977,False
Kilbride Public School,Halton DSB,burlington,Elementary,English,81.0,0.0,0.0,1004.4,81%,85%,33%,65%,68%,-19.0,-6.0,10,250,Kilbride,43.42752,-79.9364,False
Kings Road Public School,Halton DSB,burlington,Elementary,English,90.0,10.0,5.0,1004.4,90%,60%,57%,59%,44%,13.0,42.0,15,305,Burlington,43.31638,-79.8215,False
Lakeshore Public School,Halton DSB,burlington,Elementary,English,96.0,5.0,0.0,1004.4,96%,91%,39%,91%,91%,3.0,-7.0,10,190,Burlington,43.32995,-79.7871,False
Makwendam Public School,Halton DSB,burlington,Elementary,English,91.0,0.0,0.0,1004.4,91%,82%,41%,71%,54%,-6.0,-12.0,10,275,Burlington,43.35179,-79.7777,False
Maple Grove Public School,Halton DSB,oakville,Elementary,English,97.0,10.0,0.0,1538.5,97%,93%,74%,60%,57%,13.0,22.0,15,495,Oakville,43.47371,-79.6505,False
Maplehurst Public School,Halton DSB,burlington,Elementary,English,90.0,5.0,5.0,1004.4,90%,82%,64%,77%,71%,-3.0,-16.0,10,420,Burlington,43.3194,-79.8377,False
Martin Street Public School,Halton DSB,milton,Elementary,English,92.0,4.0,1.0,365.5,92%,88%,67%,75%,60%,-5.0,10.0,16,615,Milton,43.51659,-79.8883,False
McKenzie-Smith Bennett Public School,Halton DSB,halton hills,Elementary,English,62.0,5.0,0.0,227.4,62%,62%,46%,69%,49%,-23.0,4.0,20,345,Acton,43.63864,-80.032,False
Mohawk Gardens Public School,Halton DSB,burlington,Elementary,English,64.0,0.0,5.0,1004.4,64%,79%,37%,55%,48%,-4.0,20.0,10,300,Burlington,43.37109,-79.7401,False
Montclair Public School,Halton DSB,oakville,Elementary,English,67.0,10.0,0.0,1538.5,67%,74%,38%,65%,65%,-9.0,6.0,10,445,Oakville,43.46311,-79.6991,False
Munn's Public School,Halton DSB,oakville,Elementary,English,98.0,10.0,0.0,1538.5,98%,98%,84%,97%,85%,-2.0,-6.0,5,445,Oakville,43.46554,-79.7095,False
New Central Public School,Halton DSB,oakville,Elementary,English,100.0,10.0,0.0,1538.5,100%,95%,81%,96%,92%,3.0,31.0,10,285,Oakville,43.45342,-79.6619,False
Oodenawi Public School,Halton DSB,oakville,Elementary,English,86.0,12.0,1.0,1538.5,86%,93%,63%,71%,73%,-12.0,-4.0,11,1035,Oakville,43.47354,-79.7435,False
Orchard Park Public School,Halton DSB,burlington,Elementary,English,89.0,5.0,0.0,1004.4,89%,93%,61%,84%,74%,-2.0,-8.0,10,480,Burlington,43.40192,-79.7971,False
P. L. Robertson Public School,Halton DSB,milton,Elementary,English,89.0,6.0,1.0,365.5,89%,84%,52%,64%,66%,0.0,4.0,9,1075,Milton,43.48768,-79.871,False
Palermo Public School,Halton DSB,oakville,Elementary,English,93.0,10.0,1.0,1538.5,93%,88%,58%,64%,59%,0.0,7.0,10,600,Oakville,43.43208,-79.7762,False
Paul A Fisher Public School,Halton DSB,burlington,Elementary,English,82.0,5.0,0.0,1004.4,82%,78%,40%,78%,74%,9.0,7.0,15,325,Burlington,43.35697,-79.8408,False
Pauline Johnson Public School,Halton DSB,burlington,Elementary,English,86.0,0.0,0.0,1004.4,86%,81%,76%,87%,100%,-10.0,30.0,10,265,Burlington,43.36585,-79.7641,False
Pilgrim Wood Public School,Halton DSB,oakville,Elementary,English,99.0,11.0,0.0,1538.5,99%,99%,94%,88%,81%,1.0,12.0,4,870,Oakville,43.43417,-79.7289,False
Pine Grove Public School,Halton DSB,oakville,Elementary,English,98.0,10.0,0.0,1538.5,98%,98%,64%,85%,59%,2.0,-18.0,10,340,Oakville,43.43097,-79.6975,False
Pineland Public School,Halton DSB,burlington,Elementary,English,100.0,5.0,0.0,1004.4,100%,98%,70%,100%,89%,0.0,8.0,10,425,Burlington,43.36769,-79.7465,False
Post's Corners Public School,Halton DSB,oakville,Elementary,English,92.0,12.0,0.0,1538.5,92%,89%,74%,78%,72%,-2.0,18.0,10,840,Oakville,43.4757,-79.7146,False
Rattlesnake Point Public School,Halton DSB,burlington,Elementary,English,88.0,6.0,2.0,1004.4,88%,91%,51%,71%,56%,,,9,820,Burlington,43.365612185,-79.82458937,False
River Oaks Public School,Halton DSB,oakville,Elementary,English,85.0,7.0,0.0,1538.5,85%,89%,61%,69%,60%,-9.0,-1.0,11,775,Oakville,43.46501,-79.7222,False
Robert Little Public School,Halton DSB,halton hills,Elementary,English,79.0,5.0,0.0,227.4,79%,71%,32%,52%,48%,-3.0,-17.0,20,285,Acton,43.63312,-80.0432,False
Rolling Meadows Public School,Halton DSB,burlington,Elementary,English,95.0,0.0,0.0,1004.4,95%,78%,38%,74%,69%,4.0,-3.0,15,475,Burlington,43.35804,-79.8275,False
Sam Sherratt Public School,Halton DSB,milton,Elementary,English,78.0,5.0,0.0,365.5,78%,76%,49%,83%,65%,-14.0,-8.0,20,390,Milton,43.51383,-79.8604,False
Silver Creek Public School,Halton DSB,milton,Elementary,English,80.0,1.0,0.0,365.5,80%,75%,56%,77%,84%,-7.0,8.0,21,510,Georgetown,43.63103,-79.8939,False
Sir Ernest Macmillan Public School,Halton DSB,burlington,Elementary,English,76.0,0.0,0.0,1004.4,76%,76%,42%,96%,92%,-15.0,-10.0,20,315,Burlington,43.36889,-79.8071,False
Stewarttown Middle School,Halton DSB,halton hills,Elementary,English,85.0,5.0,0.0,227.4,85%,86%,68%,,,-5.0,5.0,25,305,Georgetown,43.62857,-79.9204,False
Sunningdale Public School,Halton DSB,oakville,Elementary,English,100.0,8.0,0.0,1538.5,100%,100%,73%,94%,76%,5.0,7.0,6,500,Oakville,43.45889,-79.7122,False
Tecumseh Public School,Halton DSB,burlington,Elementary,English,63.0,10.0,0.0,1004.4,63%,77%,37%,69%,94%,-4.0,18.0,25,375,Burlington,43.3469,-79.7887,False
Tiger Jeet Singh Public School,Halton DSB,milton,Elementary,English,84.0,6.0,1.0,365.5,84%,85%,56%,78%,61%,-7.0,11.0,11,890,Milton,43.50848,-79.8536,False
Tom Thomson Public School,Halton DSB,burlington,Elementary,English,86.0,10.0,0.0,1004.4,86%,78%,58%,67%,60%,-4.0,13.0,10,395,Burlington,43.33832,-79.8045,False
Viola Desmond Public School,Halton DSB,milton,Elementary,English,92.0,9.0,4.0,365.5,92%,87%,54%,62%,52%,4.0,11.0,9,1090,Milton,43.48978,-79.8611,False
W H Morden Public School,Halton DSB,oakville,Elementary,English,93.0,10.0,2.0,1538.5,93%,88%,76%,65%,65%,-1.0,2.0,7,610,Oakville,43.43418,-79.6859,False
W I Dick Middle School,Halton DSB,milton,Elementary,English,83.0,5.0,5.0,365.5,83%,76%,50%,,,-10.0,-16.0,20,350,Milton,43.52116,-79.8877,False
West Oak Public School,Halton DSB,oakville,Elementary,English,78.0,7.0,0.0,1538.5,78%,85%,59%,79%,64%,-17.0,-5.0,11,715,Oakville,43.44849,-79.7362,False
Annunciation of Our Lord Catholic Elementary School,Hamilton-Wentworth CDSB,hamilton,Elementary,English,82.0,12.0,6.0,509.1,82%,80%,49%,72%,70%,4.0,12.0,12,635,Hamilton,43.2237,-79.896,False
Annunciation of Our Lord Catholic Elementary School,Hamilton-Wentworth CDSB,hamilton,Elementary,English,82.0,12.0,6.0,509.1,82%,80%,49%,72%,70%,4.0,12.0,12,635,Hamilton,43.2237,-79.896,False
Annunciation of Our Lord Catholic Elementary School,Hamilton-Wentworth CDSB,hamilton,Elementary,English,82.0,12.0,6.0,43.2,82%,80%,49%,72%,70%,4.0,12.0,12,635,Hamilton,43.2237,-79.896,False
Blessed Sacrament Catholic Elementary School,Hamilton-Wentworth CDSB,hamilton,Elementary,English,86.0,10.0,0.0,509.1,86%,91%,41%,80%,56%,-10.0,-28.0,10,280,Hamilton,43.22758,-79.8416,False
Blessed Sacrament Catholic Elementary School,Hamilton-Wentworth CDSB,hamilton,Elementary,English,86.0,10.0,0.0,509.1,86%,91%,41%,80%,56%,-10.0,-28.0,10,280,Hamilton,43.22758,-79.8416,False
Blessed Sacrament Catholic Elementary School,Hamilton-Wentworth CDSB,hamilton,Elementary,English,86.0,10.0,0.0,43.2,86%,91%,41%,80%,56%,-10.0,-28.0,10,280,Hamilton,43.22758,-79.8416,False
Canadian Martyrs Catholic Elementary School,Hamilton-Wentworth CDSB,hamilton,Elementary,English,75.0,20.0,10.0,509.1,75%,69%,31%,50%,30%,-20.0,-26.0,10,185,Hamilton,43.25739,-79.9208,False
Canadian Martyrs Catholic Elementary School,Hamilton-Wentworth CDSB,hamilton,Elementary,English,75.0,20.0,10.0,509.1,75%,69%,31%,50%,30%,-20.0,-26.0,10,185,Hamilton,43.25739,-79.9208,False
Canadian Martyrs Catholic Elementary School,Hamilton-Wentworth CDSB,hamilton,Elementary,English,75.0,20.0,10.0,43.2,75%,69%,31%,50%,30%,-20.0,-26.0,10,185,Hamilton,43.25739,-79.9208,False
Corpus Christi Catholic Elementary School,Hamilton-Wentworth CDSB,hamilton,Elementary,English,95.0,0.0,0.0,509.1,95%,98%,92%,91%,96%,5.0,21.0,10,400,Hamilton,43.19918,-79.8967,False
Corpus Christi Catholic Elementary School,Hamilton-Wentworth CDSB,hamilton,Elementary,English,95.0,0.0,0.0,509.1,95%,98%,92%,91%,96%,5.0,21.0,10,400,Hamilton,43.19918,-79.8967,False
Corpus Christi Catholic Elementary School,Hamilton-Wentworth CDSB,hamilton,Elementary,English,95.0,0.0,0.0,43.2,95%,98%,92%,91%,96%,5.0,21.0,10,400,Hamilton,43.19918,-79.8967,False
Guardian Angels Catholic Elementary School,Hamilton-Wentworth CDSB,hamilton,Elementary,English,73.0,5.0,0.0,509.1,73%,73%,53%,91%,80%,-21.0,-18.0,10,460,Hamilton,43.3438,-79.9143,False
Guardian Angels Catholic Elementary School,Hamilton-Wentworth CDSB,hamilton,Elementary,English,73.0,5.0,0.0,509.1,73%,73%,53%,91%,80%,-21.0,-18.0,10,460,Hamilton,43.3438,-79.9143,False
Guardian Angels Catholic Elementary School,Hamilton-Wentworth CDSB,hamilton,Elementary,English,73.0,5.0,0.0,43.2,73%,73%,53%,91%,80%,-21.0,-18.0,10,460,Hamilton,43.3438,-79.9143,False
