OrgID,OrgType,Language,Grade,ApplySuppression,BoardMident,BoardName,SchoolMident,SchoolName,FundingType,Suppressed,cntStudents_Read,cntStudents_Write,cntStudents_Math,cntExempted_Read,cntExempted_Write,cntExempted_Math,cntAbsent_Read,cntAbsent_Write,cntAbsent_Math,cntNoData_Read,cntNoData_Write,cntNoData_Math,cntFullyParticipating_Read,cntFullyParticipating_Write,cntFullyParticipating_Math,cntFirstLang_Read,cntFirstLang_Write,cntFirstLang_Math,cntFirstLang_Other_Read,cntFirstLang_Other_Write,cntFirstLang_Other_Math,cntFirstLang_NoData_Read,cntFirstLang_NoData_Write,cntFirstLang_NoData_Math,pctExempted_Read,pctExempted_Write,pctExempted_Math,pctAbsent_Read,pctAbsent_Write,pctAbsent_Math,pctNoData_Read,pctNoData_Write,pctNoData_Math,pctFullyParticipating_Read,pctFullyParticipating_Write,pctFullyParticipating_Math,pctFirstLang_Read,pctFirstLang_Write,pctFirstLang_Math,pctFirstLang_Other_Read,pctFirstLang_Other_Write,pctFirstLang_Other_Math,pctFirstLang_NoData_Read,pctFirstLang_NoData_Write,pctFirstLang_NoData_Math,cntOverallR_L4,cntOverallR_L3,cntOverallR_L2,cntOverallR_L1,cntOverallR_NE1,cntOverallR_L34,cntOverallW_L4,cntOverallW_L3,cntOverallW_L2,cntOverallW_L1,cntOverallW_NE1,cntOverallW_L34,cntOverallM_L4,cntOverallM_L3,cntOverallM_L2,cntOverallM_L1,cntOverallM_NE1,cntOverallM_L34,pctOverallR_L4,pctOverallR_L3,pctOverallR_L2,pctOverallR_L1,pctOverallR_NE1,pctOverallR_L34,pctOverallW_L4,pctOverallW_L3,pctOverallW_L2,pctOverallW_L1,pctOverallW_NE1,pctOverallW_L34,pctOverallM_L4,pctOverallM_L3,pctOverallM_L2,pctOverallM_L1,pctOverallM_NE1,pctOverallM_L34,cntOverallR_G1_Part,cntOverallW_G1_Part,cntOverallM_G1_Part,cntOverallR_G1_L4,cntOverallR_G1_L3,cntOverallR_G1_L2,cntOverallR_G1_L1,cntOverallR_G1_NE1,cntOverallR_G1_L34,cntOverallW_G1_L4,cntOverallW_G1_L3,cntOverallW_G1_L2,cntOverallW_G1_L1,cntOverallW_G1_NE1,cntOverallW_G1_L34,cntOverallM_G1_L4,cntOverallM_G1_L3,cntOverallM_G1_L2,cntOverallM_G1_L1,cntOverallM_G1_NE1,cntOverallM_G1_L34,cntOverallR_G2_Part,cntOverallW_G2_Part,cntOverallM_G2_Part,cntOverallR_G2_L4,cntOverallR_G2_L3,cntOverallR_G2_L2,cntOverallR_G2_L1,cntOverallR_G2_NE1,cntOverallR_G2_L34,cntOverallW_G2_L4,cntOverallW_G2_L3,cntOverallW_G2_L2,cntOverallW_G2_L1,cntOverallW_G2_NE1,cntOverallW_G2_L34,cntOverallM_G2_L4,cntOverallM_G2_L3,cntOverallM_G2_L2,cntOverallM_G2_L1,cntOverallM_G2_NE1,cntOverallM_G2_L34
211434,S,en,3,1,66095,York Region DSB,211434,Carrville Mills PS,1,0,52,52,52,1,2,1,0,0,0,0,0,0,51,50,51,35,35,35,15,14,15,N/R,N/R,N/R,2%,4%,2%,0%,0%,0%,0%,0%,0%,98%,96%,98%,69%,70%,69%,29%,28%,29%,N/R,N/R,N/R,15,29,7,0,0,44,8,36,6,0,0,44,18,29,3,1,0,47,29%,57%,14%,0%,0%,86%,16%,72%,12%,0%,0%,88%,35%,57%,6%,2%,0%,92%,24,23,24,4,16,4,0,0,20,4,17,2,0,0,21,9,14,1,0,0,23,27,27,27,11,13,3,0,0,24,4,19,4,0,0,23,9,15,2,1,0,24
211451,S,en,3,1,66052,Toronto DSB,211451,General Mercer Jr PS,1,0,36,36,36,0,0,0,8,8,8,1,1,1,27,27,27,20,20,20,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,22%,22%,22%,3%,3%,3%,75%,75%,75%,74%,74%,74%,N/R,N/R,N/R,N/R,N/R,N/R,7,12,6,2,0,19,1,9,15,1,1,10,1,10,11,4,1,11,26%,44%,22%,7%,0%,70%,4%,33%,56%,4%,4%,37%,4%,37%,41%,15%,4%,41%,14,14,14,2,6,4,2,0,8,0,3,9,1,1,3,0,5,4,4,1,5,13,13,13,5,6,2,0,0,11,1,6,6,0,0,7,1,5,7,0,0,6
211583,S,en,3,1,66184,Ottawa-Carleton DSB,211583,General Vanier PS,1,0,48,48,48,2,2,2,0,0,0,1,1,1,45,45,45,20,20,20,22,22,22,N/R,N/R,N/R,4%,4%,4%,0%,0%,0%,2%,2%,2%,94%,94%,94%,44%,44%,44%,49%,49%,49%,N/R,N/R,N/R,5,26,13,1,0,31,0,25,19,1,0,25,6,15,16,8,0,21,11%,58%,29%,2%,0%,69%,0%,56%,42%,2%,0%,56%,13%,33%,36%,18%,0%,47%,18,18,18,2,8,7,1,0,10,0,8,9,1,0,8,1,9,4,4,0,10,27,27,27,3,18,6,0,0,21,0,17,10,0,0,17,5,6,12,4,0,11
211842,S,en,3,1,66052,Toronto DSB,211842,George Anderson PS,1,0,19,19,19,0,0,0,0,0,0,0,0,0,19,19,19,N/R,N/R,N/R,10,10,10,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,N/R,N/R,N/R,53%,53%,53%,N/R,N/R,N/R,8,10,1,0,0,18,0,15,4,0,0,15,7,10,2,0,0,17,42%,53%,5%,0%,0%,95%,0%,79%,21%,0%,0%,79%,37%,53%,11%,0%,0%,89%,11,11,11,4,6,1,0,0,10,0,7,4,0,0,7,5,5,1,0,0,10,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
211974,S,en,3,1,66052,Toronto DSB,211974,George B Little PS,1,0,22,22,22,6,6,6,0,0,0,0,0,0,16,16,16,10,10,10,N/R,N/R,N/R,N/R,N/R,N/R,27%,27%,27%,0%,0%,0%,0%,0%,0%,73%,73%,73%,62%,62%,62%,N/R,N/R,N/R,N/R,N/R,N/R,3,5,8,0,0,8,1,8,7,0,0,9,2,6,3,5,0,8,19%,31%,50%,0%,0%,50%,6%,50%,44%,0%,0%,56%,12%,38%,19%,31%,0%,50%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,10,10,10,2,1,7,0,0,3,1,4,5,0,0,5,0,3,3,4,0,3
212369,S,en,3,1,66133,Halton DSB,212369,George Kennedy PS,1,0,56,56,56,2,2,1,0,0,1,0,0,0,54,54,54,47,47,47,N/R,N/R,N/R,N/R,N/R,N/R,4%,4%,2%,0%,0%,2%,0%,0%,0%,96%,96%,96%,87%,87%,87%,N/R,N/R,N/R,N/R,N/R,N/R,8,31,14,1,0,39,2,27,24,0,1,29,3,26,19,4,2,29,15%,57%,26%,2%,0%,72%,4%,50%,44%,0%,2%,54%,6%,48%,35%,7%,4%,54%,27,27,27,3,19,5,0,0,22,0,14,13,0,0,14,2,17,7,0,1,19,27,27,27,5,12,9,1,0,17,2,13,11,0,1,15,1,9,12,4,1,10
212490,S,en,3,1,66141,Hamilton-Wentworth DSB,212490,George L Armstrong PS,1,0,31,31,31,4,4,4,0,0,0,0,0,0,27,27,27,26,26,26,N/R,N/R,N/R,N/R,N/R,N/R,13%,13%,13%,0%,0%,0%,0%,0%,0%,87%,87%,87%,96%,96%,96%,N/R,N/R,N/R,N/R,N/R,N/R,3,15,9,0,0,18,1,14,12,0,0,15,4,12,11,0,0,16,11%,56%,33%,0%,0%,67%,4%,52%,44%,0%,0%,56%,15%,44%,41%,0%,0%,59%,17,17,17,0,10,7,0,0,10,1,7,9,0,0,8,3,6,8,0,0,9,10,10,10,3,5,2,0,0,8,0,7,3,0,0,7,1,6,3,0,0,7
212749,S,en,3,1,66125,Peel District School Board,212749,Nelson Mandela Public School,1,0,76,76,76,6,6,6,0,0,0,0,0,0,70,70,70,41,41,41,28,28,28,N/R,N/R,N/R,8%,8%,8%,0%,0%,0%,0%,0%,0%,92%,92%,92%,59%,59%,59%,40%,40%,40%,N/R,N/R,N/R,6,35,29,0,0,41,1,36,28,5,0,37,6,30,25,8,1,36,9%,50%,41%,0%,0%,59%,1%,51%,40%,7%,0%,53%,9%,43%,36%,11%,1%,51%,42,42,42,3,20,19,0,0,23,0,21,17,4,0,21,4,20,12,5,1,24,28,28,28,3,15,10,0,0,18,1,15,11,1,0,16,2,10,13,3,0,12
212750,S,en,3,1,66052,Toronto DSB,212750,George P Mackie Jr PS,1,0,19,19,19,2,2,0,0,0,0,0,0,0,17,17,19,13,13,13,N/R,N/R,N/R,N/R,N/R,N/R,11%,11%,0%,0%,0%,0%,0%,0%,0%,89%,89%,100%,76%,76%,68%,N/R,N/R,N/R,N/R,N/R,N/R,6,11,0,0,0,17,0,15,2,0,0,15,4,10,4,1,0,14,35%,65%,0%,0%,0%,100%,0%,88%,12%,0%,0%,88%,21%,53%,21%,5%,0%,74%,N/R,N/R,11,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,3,4,3,1,0,7,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
212881,S,en,3,1,66052,Toronto DSB,212881,George Peck PS,1,0,37,37,37,0,0,0,0,0,0,2,2,2,35,35,35,22,22,22,12,12,12,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,5%,5%,5%,95%,95%,95%,63%,63%,63%,34%,34%,34%,N/R,N/R,N/R,7,16,10,2,0,23,0,19,12,4,0,19,4,18,8,4,1,22,20%,46%,29%,6%,0%,66%,0%,54%,34%,11%,0%,54%,11%,51%,23%,11%,3%,63%,16,16,16,3,8,5,0,0,11,0,10,5,1,0,10,3,8,4,1,0,11,19,19,19,4,8,5,2,0,12,0,9,7,3,0,9,1,10,4,3,1,11
213012,S,en,3,1,66141,Hamilton-Wentworth DSB,213012,Cootes Paradise Public School,1,0,73,73,73,3,3,3,0,0,0,1,0,0,69,70,70,48,48,48,21,22,22,N/R,N/R,N/R,4%,4%,4%,0%,0%,0%,1%,0%,0%,95%,96%,96%,70%,69%,69%,30%,31%,31%,N/R,N/R,N/R,16,40,13,0,0,56,3,45,19,3,0,48,9,33,19,8,1,42,23%,58%,19%,0%,0%,81%,4%,64%,27%,4%,0%,69%,13%,47%,27%,11%,1%,60%,32,32,32,8,18,6,0,0,26,1,24,6,1,0,25,5,20,3,3,1,25,37,38,38,8,22,7,0,0,30,2,21,13,2,0,23,4,13,16,5,0,17
213144,S,en,3,1,66052,Toronto DSB,213144,George R Gauld Jr PS,1,0,41,41,41,3,3,3,0,0,0,0,0,0,38,38,38,30,30,30,N/R,N/R,N/R,N/R,N/R,N/R,7%,7%,7%,0%,0%,0%,0%,0%,0%,93%,93%,93%,79%,79%,79%,N/R,N/R,N/R,N/R,N/R,N/R,5,26,7,0,0,31,3,25,10,0,0,28,5,19,11,3,0,24,13%,68%,18%,0%,0%,82%,8%,66%,26%,0%,0%,74%,13%,50%,29%,8%,0%,63%,18,18,18,2,13,3,0,0,15,1,10,7,0,0,11,3,9,5,1,0,12,20,20,20,3,13,4,0,0,16,2,15,3,0,0,17,2,10,6,2,0,12
213403,S,en,3,1,66052,Toronto DSB,213403,George Syme Community S,1,0,30,30,42,2,2,2,0,0,0,0,0,0,28,28,40,16,16,26,11,11,13,N/R,N/R,N/R,7%,7%,5%,0%,0%,0%,0%,0%,0%,93%,93%,95%,57%,57%,65%,39%,39%,32%,N/R,N/R,N/R,4,7,17,0,0,11,0,10,16,2,0,10,2,10,19,8,1,12,14%,25%,61%,0%,0%,39%,0%,36%,57%,7%,0%,36%,5%,25%,48%,20%,2%,30%,14,14,21,3,2,9,0,0,5,0,6,7,1,0,6,2,6,9,4,0,8,14,14,19,1,5,8,0,0,6,0,4,9,1,0,4,0,4,10,4,1,4
213535,S,en,3,1,66052,Toronto DSB,213535,George Webster PS,1,0,49,49,49,0,0,0,2,2,2,1,1,1,46,46,46,35,35,35,10,10,10,N/R,N/R,N/R,0%,0%,0%,4%,4%,4%,2%,2%,2%,94%,94%,94%,76%,76%,76%,22%,22%,22%,N/R,N/R,N/R,7,29,9,1,0,36,2,26,17,1,0,28,6,18,14,6,2,24,15%,63%,20%,2%,0%,78%,4%,57%,37%,2%,0%,61%,13%,39%,30%,13%,4%,52%,24,24,24,5,16,3,0,0,21,2,13,9,0,0,15,4,10,8,1,1,14,22,22,22,2,13,6,1,0,15,0,13,8,1,0,13,2,8,6,5,1,10
21369,S,en,3,1,66125,Peel District School Board,21369,Arnott Charlton,1,0,60,60,60,3,3,3,0,0,0,0,1,0,57,56,57,26,26,26,27,27,27,N/R,N/R,N/R,5%,5%,5%,0%,0%,0%,0%,2%,0%,95%,93%,95%,46%,46%,46%,47%,48%,47%,N/R,N/R,N/R,8,26,22,1,0,34,2,27,27,0,0,29,3,27,22,3,2,30,14%,46%,39%,2%,0%,60%,4%,48%,48%,0%,0%,52%,5%,47%,39%,5%,4%,53%,30,29,30,2,15,12,1,0,17,1,10,18,0,0,11,1,13,14,2,0,14,27,27,27,6,11,10,0,0,17,1,17,9,0,0,18,2,14,8,1,2,16
213730,S,en,3,1,66095,York Region DSB,213730,German Mills PS,1,0,22,22,22,1,1,1,0,0,0,0,0,0,21,21,21,17,17,17,N/R,N/R,N/R,N/R,N/R,N/R,5%,5%,5%,0%,0%,0%,0%,0%,0%,95%,95%,95%,81%,81%,81%,N/R,N/R,N/R,N/R,N/R,N/R,10,8,3,0,0,18,3,15,3,0,0,18,4,15,1,1,0,19,48%,38%,14%,0%,0%,86%,14%,71%,14%,0%,0%,86%,19%,71%,5%,5%,0%,90%,13,13,13,6,5,2,0,0,11,2,8,3,0,0,10,4,8,0,1,0,12,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
213772,S,en,3,1,66095,York Region DSB,213772,Glad Park PS,1,0,51,51,51,0,0,0,2,2,2,0,0,0,49,49,49,34,34,34,14,14,14,N/R,N/R,N/R,0%,0%,0%,4%,4%,4%,0%,0%,0%,96%,96%,96%,69%,69%,69%,29%,29%,29%,N/R,N/R,N/R,12,24,12,1,0,36,1,33,12,3,0,34,5,23,19,1,1,28,24%,49%,24%,2%,0%,73%,2%,67%,24%,6%,0%,69%,10%,47%,39%,2%,2%,57%,22,22,22,3,11,8,0,0,14,1,13,6,2,0,14,4,9,8,1,0,13,27,27,27,9,13,4,1,0,22,0,20,6,1,0,20,1,14,11,0,1,15
213829,S,en,3,1,66060,Durham DSB,213829,Glen Dhu PS,1,0,52,52,52,1,1,1,0,0,0,0,0,0,51,51,51,40,40,40,11,11,11,N/R,N/R,N/R,2%,2%,2%,0%,0%,0%,0%,0%,0%,98%,98%,98%,78%,78%,78%,22%,22%,22%,N/R,N/R,N/R,13,32,6,0,0,45,8,33,10,0,0,41,13,30,7,1,0,43,25%,63%,12%,0%,0%,88%,16%,65%,20%,0%,0%,80%,25%,59%,14%,2%,0%,84%,26,26,26,8,12,6,0,0,20,3,17,6,0,0,20,8,15,2,1,0,23,25,25,25,5,20,0,0,0,25,5,16,4,0,0,21,5,15,5,0,0,20
213861,S,en,3,1,66095,York Region DSB,213861,Glen Shields PS,1,0,24,24,24,2,2,2,0,0,0,0,0,0,22,22,22,14,14,14,N/R,N/R,N/R,N/R,N/R,N/R,8%,8%,8%,0%,0%,0%,0%,0%,0%,92%,92%,92%,64%,64%,64%,N/R,N/R,N/R,N/R,N/R,N/R,6,11,3,2,0,17,1,11,10,0,0,12,5,10,7,0,0,15,27%,50%,14%,9%,0%,77%,5%,50%,45%,0%,0%,55%,23%,45%,32%,0%,0%,68%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,14,14,14,5,6,2,1,0,11,1,8,5,0,0,9,4,5,5,0,0,9
214574,S,en,3,1,28070,Superior-Greenstone DSB,214574,B A Parker PS,1,1,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
2151,S,en,3,1,66052,Toronto DSB,2151,Adam Beck Jr PS,1,0,24,24,62,1,1,1,0,0,0,0,0,0,23,23,61,23,23,61,N/R,N/R,N/R,N/R,N/R,N/R,4%,4%,2%,0%,0%,0%,0%,0%,0%,96%,96%,98%,100%,100%,100%,N/R,N/R,N/R,N/R,N/R,N/R,6,15,2,0,0,21,1,15,6,1,0,16,5,28,22,5,1,33,26%,65%,9%,0%,0%,91%,4%,65%,26%,4%,0%,70%,8%,46%,36%,8%,2%,54%,12,12,25,1,11,0,0,0,12,0,8,4,0,0,8,2,13,8,1,1,15,11,11,36,5,4,2,0,0,9,1,7,2,1,0,8,3,15,14,4,0,18
215321,S,en,3,1,66168,Grand Erie DSB,215321,Woodman-Cainsville School,1,0,36,36,36,3,3,1,0,0,0,0,0,1,33,33,34,24,24,24,N/R,N/R,10,N/R,N/R,N/R,8%,8%,3%,0%,0%,0%,0%,0%,3%,92%,92%,94%,73%,73%,71%,N/R,N/R,29%,N/R,N/R,N/R,4,13,14,2,0,17,0,17,13,3,0,17,2,12,17,3,0,14,12%,39%,42%,6%,0%,52%,0%,52%,39%,9%,0%,52%,6%,35%,50%,9%,0%,41%,22,22,23,3,8,9,2,0,11,0,9,11,2,0,9,1,10,10,2,0,11,11,11,11,1,5,5,0,0,6,0,8,2,1,0,8,1,2,7,1,0,3
216003,S,en,3,1,66052,Toronto DSB,216003,Givins/Shaw Jr & Sr PS,1,0,18,18,18,0,0,0,0,0,0,1,1,1,17,17,17,16,16,16,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,6%,6%,6%,94%,94%,94%,94%,94%,94%,N/R,N/R,N/R,N/R,N/R,N/R,9,3,5,0,0,12,1,12,4,0,0,13,3,11,2,1,0,14,53%,18%,29%,0%,0%,71%,6%,71%,24%,0%,0%,76%,18%,65%,12%,6%,0%,82%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,10,10,10,7,2,1,0,0,9,1,9,0,0,0,10,3,5,2,0,0,8
216267,S,en,3,1,66133,Halton DSB,216267,Gladys Speers PS,1,0,43,43,43,1,1,0,0,0,0,0,0,0,42,42,43,29,29,29,13,13,14,N/R,N/R,N/R,2%,2%,0%,0%,0%,0%,0%,0%,0%,98%,98%,100%,69%,69%,67%,31%,31%,33%,N/R,N/R,N/R,11,24,7,0,0,35,4,21,16,1,0,25,12,21,7,3,0,33,26%,57%,17%,0%,0%,83%,10%,50%,38%,2%,0%,60%,28%,49%,16%,7%,0%,77%,19,19,19,1,14,4,0,0,15,1,9,8,1,0,10,4,11,3,1,0,15,23,23,24,10,10,3,0,0,20,3,12,8,0,0,15,8,10,4,2,0,18
216402,S,en,3,1,66052,Toronto DSB,216402,Glamorgan Jr PS,1,0,59,59,59,4,4,4,1,1,1,4,3,3,50,51,51,24,25,25,26,26,26,N/R,N/R,N/R,7%,7%,7%,2%,2%,2%,7%,5%,5%,85%,86%,86%,48%,49%,49%,52%,51%,51%,N/R,N/R,N/R,7,27,16,0,0,34,1,29,19,2,0,30,5,14,24,7,1,19,14%,54%,32%,0%,0%,68%,2%,57%,37%,4%,0%,59%,10%,27%,47%,14%,2%,37%,20,21,21,3,6,11,0,0,9,0,9,10,2,0,9,5,2,7,6,1,7,30,30,30,4,21,5,0,0,25,1,20,9,0,0,21,0,12,17,1,0,12
216780,S,en,3,1,66052,Toronto DSB,216780,Gledhill Jr PS,1,0,36,36,58,0,0,0,0,0,0,0,0,0,36,36,58,33,33,54,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,92%,92%,93%,N/R,N/R,N/R,N/R,N/R,N/R,12,18,4,2,0,30,4,24,5,3,0,28,12,27,12,6,1,39,33%,50%,11%,6%,0%,83%,11%,67%,14%,8%,0%,78%,21%,47%,21%,10%,2%,67%,21,21,31,8,9,2,2,0,17,2,14,2,3,0,16,9,13,6,2,1,22,15,15,27,4,9,2,0,0,13,2,10,3,0,0,12,3,14,6,4,0,17
217174,S,en,3,1,66044,Thames Valley District School Board,217174,Glen Cairn PS,1,0,58,58,58,6,6,5,0,0,0,4,3,4,48,49,49,39,40,39,N/R,N/R,N/R,N/R,N/R,N/R,10%,10%,9%,0%,0%,0%,7%,5%,7%,83%,84%,84%,81%,82%,80%,N/R,N/R,N/R,N/R,N/R,N/R,1,16,24,7,0,17,0,9,31,9,0,9,0,11,23,12,3,11,2%,33%,50%,15%,0%,35%,0%,18%,63%,18%,0%,18%,0%,22%,47%,24%,6%,22%,32,33,33,0,9,17,6,0,9,0,6,22,5,0,6,0,9,15,8,1,9,16,16,16,1,7,7,1,0,8,0,3,9,4,0,3,0,2,8,4,2,2
217220,S,en,3,1,66095,York Region DSB,217220,Glen Cedar PS,1,0,16,16,16,2,2,2,0,0,0,1,1,1,13,13,13,11,11,11,N/R,N/R,N/R,N/R,N/R,N/R,12%,12%,12%,0%,0%,0%,6%,6%,6%,81%,81%,81%,85%,85%,85%,N/R,N/R,N/R,N/R,N/R,N/R,2,6,5,0,0,8,0,7,6,0,0,7,1,7,2,3,0,8,15%,46%,38%,0%,0%,62%,0%,54%,46%,0%,0%,54%,8%,54%,15%,23%,0%,62%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
217697,S,en,3,1,66052,Toronto DSB,217697,Glen Park PS,1,0,30,30,40,4,4,3,0,0,0,0,0,0,26,26,37,18,18,28,N/R,N/R,N/R,N/R,N/R,N/R,13%,13%,8%,0%,0%,0%,0%,0%,0%,87%,87%,92%,69%,69%,76%,N/R,N/R,N/R,N/R,N/R,N/R,2,11,13,0,0,13,0,11,12,3,0,11,3,14,16,4,0,17,8%,42%,50%,0%,0%,50%,0%,42%,46%,12%,0%,42%,8%,38%,43%,11%,0%,46%,14,14,20,0,6,8,0,0,6,0,5,8,1,0,5,2,8,9,1,0,10,12,12,17,2,5,5,0,0,7,0,6,4,2,0,6,1,6,7,3,0,7
217824,S,en,3,1,66052,Toronto DSB,217824,Glen Ravine Jr PS,1,0,27,27,27,0,0,0,0,0,0,1,0,0,26,27,27,15,15,15,10,11,11,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,4%,0%,0%,96%,100%,100%,58%,56%,56%,38%,41%,41%,N/R,N/R,N/R,4,11,9,2,0,15,1,15,10,1,0,16,3,9,11,3,1,12,15%,42%,35%,8%,0%,58%,4%,56%,37%,4%,0%,59%,11%,33%,41%,11%,4%,44%,16,17,17,2,7,5,2,0,9,1,8,8,0,0,9,2,5,7,2,1,7,10,10,10,2,4,4,0,0,6,0,7,2,1,0,7,1,4,4,1,0,5
217891,S,en,3,1,66176,Waterloo Region DSB,217891,Glencairn PS,1,0,42,42,42,6,6,6,0,0,0,1,1,2,35,35,34,21,21,20,14,14,14,N/R,N/R,N/R,14%,14%,14%,0%,0%,0%,2%,2%,5%,83%,83%,81%,60%,60%,59%,40%,40%,41%,N/R,N/R,N/R,4,23,8,0,0,27,0,18,14,3,0,18,8,15,7,4,0,23,11%,66%,23%,0%,0%,77%,0%,51%,40%,9%,0%,51%,24%,44%,21%,12%,0%,68%,19,19,18,3,11,5,0,0,14,0,10,9,0,0,10,7,7,3,1,0,14,16,16,16,1,12,3,0,0,13,0,8,5,3,0,8,1,8,4,3,0,9
217972,S,en,3,1,66095,York Region DSB,217972,Greensborough Public School,1,0,59,59,59,0,0,0,0,0,0,2,2,2,57,57,57,24,24,24,33,33,33,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,3%,3%,3%,97%,97%,97%,42%,42%,42%,58%,58%,58%,N/R,N/R,N/R,17,28,12,0,0,45,8,33,16,0,0,41,18,27,8,4,0,45,30%,49%,21%,0%,0%,79%,14%,58%,28%,0%,0%,72%,32%,47%,14%,7%,0%,79%,34,34,34,10,18,6,0,0,28,5,18,11,0,0,23,13,16,2,3,0,29,23,23,23,7,10,6,0,0,17,3,15,5,0,0,18,5,11,6,1,0,16
218103,S,en,3,1,66060,Durham DSB,218103,Glen Street PS,1,0,37,37,37,0,0,0,0,0,0,0,0,0,37,37,37,36,36,36,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,97%,97%,97%,N/R,N/R,N/R,N/R,N/R,N/R,1,17,17,2,0,18,0,11,19,7,0,11,1,11,10,13,2,12,3%,46%,46%,5%,0%,49%,0%,30%,51%,19%,0%,30%,3%,30%,27%,35%,5%,32%,22,22,22,1,10,10,1,0,11,0,9,9,4,0,9,1,8,5,7,1,9,15,15,15,0,7,7,1,0,7,0,2,10,3,0,2,0,3,5,6,1,3
218111,S,en,3,1,66192,Upper Canada DSB,218111,Glen Tay PS,1,0,11,11,11,1,1,1,0,0,0,0,0,0,10,10,10,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,9%,9%,9%,0%,0%,0%,0%,0%,0%,91%,91%,91%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,5,3,2,0,0,8,0,8,2,0,0,8,3,5,2,0,0,8,50%,30%,20%,0%,0%,80%,0%,80%,20%,0%,0%,80%,30%,50%,20%,0%,0%,80%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
